Name,Zipcode,CoEd,Wheelchair Access,24HR Support
Northpointe Achievement Ctr.,60030,Co-Ed,Yes,Yes
Northpointe Achievement Ctr.,60031,,Yes,
Northpointe Achievement Ctr.,60031,Co-Ed,Yes,Yes
Northpointe Achievement Ctr.,60087,,No,
Northpointe Achievement Ctr.,60096,Female,No,Yes
Northpointe Achievement Ctr.,60096,,No,
Northpointe Achievement Ctr.,60096,,No,
Northpointe Achievement Ctr.,60096,Male,No,Yes
Northpointe Achievement Ctr.,60099,,Yes,
Northpointe Achievement Ctr.,60099,Co-Ed,Yes,Yes
Northpointe Achievement Ctr.,60099,Male,No,Yes
Northpointe Achievement Ctr.,60099,Female,No,Yes
Northpointe Achievement Ctr.,60099,,No,
Northpointe Achievement Ctr.,60099,Male,No,Yes
Northpointe Achievement Ctr.,60099,Co-Ed,Yes,Yes
Northpointe Achievement Ctr.,60099,,No,
Northpointe Achievement Ctr.,60099,,No,
Nu Care Inc,60429,Male,No,Yes
Nu Care Inc,60429,Female,No,Yes
Nu Care Inc,60429,Female,No,Yes
Oak Leyden Developmental Svcs.,60130,Male,No,Yes
Oak Leyden Developmental Svcs.,60131,Male,No,Yes
Oak Leyden Developmental Svcs.,60131,Male,No,Yes
Oak Leyden Developmental Svcs.,60131,Male,No,Yes
Oak Leyden Developmental Svcs.,60154,Female,No,Yes
Oak Leyden Developmental Svcs.,60164,Female,No,Yes
Oak Leyden Developmental Svcs.,60164,Female,No,Yes
Oak Leyden Developmental Svcs.,60164,Male,Yes,Yes
Oak Leyden Developmental Svcs.,60164,Male,Yes,Yes
Oak Leyden Developmental Svcs.,60302,Male,Yes,Yes
Oak Leyden Developmental Svcs.,60302,,No,
Oak Leyden Developmental Svcs.,60302,,No,
Oak Leyden Developmental Svcs.,60302,,No,
Oak Leyden Developmental Svcs.,60402,Co-Ed,Yes,Yes
Open Door Rehab. Ctr.,60545,,No,
Open Door Rehab. Ctr.,60548,Female,Yes,Yes
Open Door Rehab. Ctr.,60548,,No,
Open Door Rehab. Ctr.,60548,,No,
Open Door Rehab. Ctr.,60548,Co-Ed,Yes,Yes
Open Door Rehab. Ctr.,60548,,No,
Open Door Rehab. Ctr.,60548,Co-Ed,Yes,Yes
Open Door Rehab. Ctr.,60548,Co-Ed,No,No
Open Door Rehab. Ctr.,60548,Co-Ed,Yes,Yes
Open Door Rehab. Ctr.,60548,Co-Ed,Yes,Yes
Open Door Rehab. Ctr.,60548,Co-Ed,No,No
Open Door Rehab. Ctr.,60548,Co-Ed,No,Yes
Open Door Rehab. Ctr.,60548,,No,
Open Door Rehab. Ctr.,60548,Co-Ed,No,Yes
Open Door Rehab. Ctr.,60552,,No,
Opportunity House,60115,Co-Ed,Yes,Yes
Opportunity House,60115,Co-Ed,No,Yes
Opportunity House,60115,,No,
Opportunity House,60115,Co-Ed,No,Yes
Opportunity House,60115,Co-Ed,No,Yes
Opportunity House,60115,,No,
Opportunity House,60115,,No,
Opportunity House,60115,,No,
Opportunity House,60115,,No,
Opportunity House,60145,,No,
Opportunity House,60178,Co-Ed,No,No
Opportunity House,60178,Co-Ed,Yes,Yes
Opportunity House,60178,,No,
Opportunity House,60178,,No,
Opportunity House,60178,,No,
Opportunity House,60178,,No,
Opportunity House,60178,Co-Ed,No,Yes
Opportunity House,60178,,No,
Opportunity House,60178,Co-Ed,No,Yes
Opportunity House,60178,Co-Ed,Yes,Yes
Opportunity House,60178,,No,
Opportunity House,60178,,No,
Orchard Village,60016,,No,
Orchard Village,60025,Male,No,Yes
Orchard Village,60025,Co-Ed,Yes,Yes
Orchard Village,60025,Co-Ed,Yes,Yes
Orchard Village,60025,,No,
Orchard Village,60053,Male,No,Yes
Orchard Village,60076,Male,No,Yes
Orchard Village,60076,Male,No,No
Orchard Village,60076,Female,No,Yes
Orchard Village,60076,,No,
Orchard Village,60077,Male,No,Yes
Orchard Village,60077,Male,No,No
Orchard Village,60077,Male,No,Yes
Orchard Village,60077,Co-Ed,Yes,Yes
Orchard Village,60077,,No,
Orchard Village,60077,,No,
Orchard Village,60077,,No,
Orchard Village,60077,,No,
Orchard Village,60077,,No,
Orchard Village,60077,,No,
Orchard Village,60077,,No,
Orchard Village,60201,,No,
Orchard Village,60618,,No,
Orchard Village,60626,,No,
Orchard Village,60636,,No,
Orchard Village,60714,Male,No,Yes
Ottawa Friendship House,61350,Co-Ed,No,Yes
Ottawa Friendship House,61364,Co-Ed,Yes,Yes
"Our Directions, Inc.",62918,Co-Ed,No,Yes
"Our Directions, Inc.",62959,Co-Ed,Yes,Yes
PACTT Learning  Ctr.,60302,Male,No,Yes
PACTT Learning  Ctr.,60626,Co-Ed,No,Yes
Parents & Friends of the CIS,62223,Co-Ed,No,Yes
Parents & Friends of the CIS,62223,Male,No,Yes
Parents & Friends of the CIS,62226,Male,Yes,Yes
Parents & Friends of the CIS,62226,Co-Ed,No,Yes
Parklawn School & Activity Ctr.,60415,Male,No,Yes
Parklawn School & Activity Ctr.,60415,Co-Ed,No,Yes
Parklawn School & Activity Ctr.,60453,Male,No,Yes
Parklawn School & Activity Ctr.,60462,Male,No,Yes
Parklawn School & Activity Ctr.,60477,Co-Ed,Yes,Yes
Parklawn School & Activity Ctr.,60482,Female,No,Yes
Parklawn School & Activity Ctr.,60487,Male,Yes,Yes
Parklawn School & Activity Ctr.,60487,Female,Yes,Yes
"Pathway House, Inc.",62948,Co-Ed,Yes,Yes
"Pathway House, Inc.",62951,Co-Ed,No,Yes
Pathway Svcs. Unlimited Inc,62650,Female,No,Yes
Pathway Svcs. Unlimited Inc,62650,Female,Yes,Yes
Pathway Svcs. Unlimited Inc,62650,Male,Yes,Yes
Pathway Svcs. Unlimited Inc,62650,Male,Yes,Yes
Pathway Svcs. Unlimited Inc,62650,,No,
Pathway Svcs. Unlimited Inc,62650,Co-Ed,Yes,Yes
Pathway Svcs. Unlimited Inc,62650,Male,Yes,Yes
Pathway Svcs. Unlimited Inc,62650,Female,Yes,Yes
Pathway Svcs. Unlimited Inc,62650,,No,
Pathway Svcs. Unlimited Inc,62650,Male,No,Yes
Pathway Svcs. Unlimited Inc,62650,Male,Yes,Yes
Pathway Svcs. Unlimited Inc,62650,Co-Ed,Yes,Yes
Pathway Svcs. Unlimited Inc,62650,Female,No,Yes
Pathway Svcs. Unlimited Inc,62711,Male,Yes,Yes
Patterson House Inc.,62626,Female,No,Yes
Patterson House Inc.,62626,Male,No,Yes
Piatt Co. MH Center,61813,,No,
Piatt Co. MH Center,61813,,No,
Piatt Co. MH Center,61839,,No,
Piatt Co. MH Center,61842,,No,
Piatt Co. MH Center,61853,,No,
Piatt Co. MH Center,61856,,No,
Piatt Co. MH Center,61913,,No,
Piatt Co. MH Center,61929,,No,
Piatt Co. MH Center,62522,,No,
"Pilot House of Cairo, Inc.",62906,Male,Yes,Yes
"Pilot House of Cairo, Inc.",62914,Co-Ed,No,Yes
"Pilot House of Cairo, Inc.",62914,Co-Ed,Yes,Yes
Pinnacle Opportunities,60915,Co-Ed,Yes,Yes
Pioneer Center for Human Services,60012,Co-Ed,No,Yes
Pioneer Center for Human Services,60014,Co-Ed,No,Yes
Pioneer Center for Human Services,60033,Female,No,Yes
Pioneer Center for Human Services,60050,Co-Ed,Yes,Yes
Pioneer Center for Human Services,60050,Co-Ed,Yes,Yes
Pioneer Center for Human Services,60050,,No,
Pioneer Center for Human Services,60050,,No,
Pioneer Center for Human Services,60050,,No,
Pioneer Center for Human Services,60051,Co-Ed,No,Yes
Pioneer Center for Human Services,60098,Co-Ed,Yes,Yes
Pioneer Center for Human Services,60098,Co-Ed,Yes,Yes
Pioneer Center for Human Services,60098,Female,No,No
Pioneer Center for Human Services,60098,,No,
Pioneer Center for Human Services,60098,,No,
Pioneer Center for Human Services,60098,,No,
Pioneer Center for Human Services,60152,Co-Ed,No,Yes
Pioneer Concepts Inc.,60443,Co-Ed,No,Yes
Pioneer Concepts Inc.,60476,Co-Ed,No,Yes
"Progress Management, Inc.",62812,,No,
"Progress Management, Inc.",62819,,No,
"Progress Management, Inc.",62896,Co-Ed,Yes,Yes
"Progress Management, Inc.",62896,,No,
"Progress Management, Inc.",62918,Co-Ed,Yes,Yes
"Progress Management, Inc.",62918,Co-Ed,No,Yes
"Progress Management, Inc.",62921,Co-Ed,No,Yes
"Progress Management, Inc.",62933,,No,
"Progress Management, Inc.",62948,,No,
"Progress Management, Inc.",62948,,No,
"Progress Management, Inc.",62951,Co-Ed,No,Yes
"Progress Management, Inc.",62951,,No,
Progressive Housing,60411,Female,No,Yes
Progressive Housing,60429,Male,No,Yes
Progressive Housing,60466,Co-Ed,No,Yes
Progressive Housing,60466,Co-Ed,No,Yes
Progressive Housing,60466,Male,No,Yes
Progressive Housing,60466,Male,No,Yes
Progressive Housing,60466,Male,No,Yes
Progressive Housing,60466,Male,No,Yes
Progressive Housing,60466,Co-Ed,No,Yes
Progressive Housing,60466,Co-Ed,No,Yes
Progressive Housing,60478,Co-Ed,No,Yes
Progressive Housing,60478,Co-Ed,No,Yes
Progressive Housing,60478,Female,No,Yes
Progressive Housing,60478,Male,No,Yes
Progressive Housing,60478,Male,Yes,Yes
Progressive Housing,62864,Male,No,Yes
Progressive Housing,62864,Co-Ed,No,Yes
Progressive Housing,62898,Co-Ed,Yes,Yes
Progressive Housing,62898,Co-Ed,Yes,Yes
R & J Country Living,62906,Male,No,Yes
R & J Country Living,62906,Male,No,Yes
R & J Country Living,62906,Male,No,Yes
R & J Country Living,62906,Male,No,Yes
R & J Country Living,62906,Male,No,Yes
R & J Country Living,62952,,No,
R & J Country Living,62952,,No,
Random Acts of Kindness,60626,Co-Ed,No,Yes
Random Acts of Kindness,60628,Co-Ed,No,Yes
Random Acts of Kindness,60628,,No,
RAVE,62952,Male,Yes,Yes
RAVE,62952,Co-Ed,Yes,Yes
RAVE,62952,Co-Ed,Yes,Yes
Ray Graham Assoc.,60101,Male,No,Yes
Ray Graham Assoc.,60101,Male,Yes,Yes
Ray Graham Assoc.,60101,Female,Yes,Yes
Ray Graham Assoc.,60106,,No,
Ray Graham Assoc.,60108,Male,No,Yes
Ray Graham Assoc.,60108,Male,Yes,Yes
Ray Graham Assoc.,60126,Female,No,Yes
Ray Graham Assoc.,60148,Female,No,Yes
Ray Graham Assoc.,60148,Male,No,Yes
Ray Graham Assoc.,60148,Co-Ed,No,Yes
Ray Graham Assoc.,60148,Male,No,Yes
Ray Graham Assoc.,60181,Co-Ed,No,No
Ray Graham Assoc.,60181,Male,No,Yes
Ray Graham Assoc.,60181,Female,No,Yes
Ray Graham Assoc.,60181,,No,
Ray Graham Assoc.,60515,Male,No,Yes
Ray Graham Assoc.,60515,Male,Yes,Yes
Ray Graham Assoc.,60516,Female,No,Yes
Ray Graham Assoc.,60516,Female,No,Yes
Ray Graham Assoc.,60517,Female,No,Yes
Ray Graham Assoc.,60517,Female,Yes,Yes
Ray Graham Assoc.,60521,Female,No,Yes
Ray Graham Assoc.,60540,,No,
Ray Graham Assoc.,60564,,No,
Ray Graham Assoc.,60565,Female,No,Yes
Ray Graham Assoc.,60565,Female,Yes,Yes
"RCAP Enterprises, Inc.",61523,Co-Ed,Yes,Yes
"RCAP Enterprises, Inc.",61523,Male,Yes,Yes
"RCAP Enterprises, Inc.",61523,Female,Yes,Yes
"RCAP Enterprises, Inc.",61615,Female,Yes,Yes
"Redempta Services, NFP",60419,Male,No,Yes
"Redempta Services, NFP",60472,,No,
"Redempta Services, NFP",60628,Male,No,Yes
"Redempta Services, NFP",60643,Co-Ed,No,Yes
Residential Developers,60924,Co-Ed,Yes,Yes
Residential Developers,60924,Co-Ed,Yes,Yes
Residential Developers,61727,Co-Ed,Yes,Yes
Residential Developers,61801,Co-Ed,No,Yes
Residential Developers,61801,Male,Yes,Yes
Residential Developers,61801,Female,No,Yes
Residential Developers,61821,Co-Ed,Yes,Yes
Residential Developers,61834,Co-Ed,Yes,Yes
Residential Developers,61834,Female,Yes,Yes
Residential Developers,61856,Male,Yes,Yes
Residential Developers,61856,Female,Yes,Yes
Residential Developers,61859,Co-Ed,Yes,Yes
Residential Developers,61864,Co-Ed,Yes,Yes
Residential Developers,61866,,Yes,
Residential Developers,61866,Co-Ed,Yes,Yes
Residential Developers,61873,Co-Ed,Yes,Yes
Residential Developers,62449,Male,Yes,Yes
Residential Developers,62449,Co-Ed,Yes,Yes
Residential Developers,62454,Co-Ed,Yes,Yes
Residential Developers,62454,Co-Ed,Yes,Yes
Residential Developers,62526,Co-Ed,Yes,Yes
Residential Developers,62526,Co-Ed,Yes,Yes
Residential Developers,62526,Male,No,Yes
Residential Developers,62656,Male,Yes,Yes
Residential Developers,62656,Male,Yes,Yes
Residential Developers,62656,Co-Ed,Yes,Yes
"Residential Options, Inc.",62002,Female,Yes,Yes
"Residential Options, Inc.",62002,Female,No,Yes
"Residential Options, Inc.",62002,Co-Ed,Yes,Yes
"Residential Options, Inc.",62002,Male,Yes,Yes
"Residential Options, Inc.",62002,Male,No,Yes
"Residential Options, Inc.",62002,,No,
"Residential Options, Inc.",62010,,No,
"Residential Options, Inc.",62035,Female,No,Yes
"Residential Options, Inc.",62035,Female,No,Yes
"Residential Options, Inc.",62040,Male,Yes,Yes
"Residential Options, Inc.",62040,Co-Ed,Yes,Yes
"Residential Options, Inc.",62234,,No,
"Residential Options, Inc.",62234,Male,No,Yes
Rimland School for Autistic Children,60016,Male,No,Yes
Rimland School for Autistic Children,60018,Female,No,Yes
Rimland School for Autistic Children,60035,Male,No,Yes
Rimland School for Autistic Children,60047,Male,No,Yes
Rimland School for Autistic Children,60056,Male,No,Yes
Rimland School for Autistic Children,60153,,No,
Rimland School for Autistic Children,60201,Female,No,Yes
Rimland School for Autistic Children,60201,Male,Yes,Yes
Rimland School for Autistic Children,60201,Female,No,Yes
Rimland School for Autistic Children,60201,Male,No,Yes
Rimland School for Autistic Children,60201,,No,
Rimland School for Autistic Children,60201,Female,No,Yes
Rimland School for Autistic Children,60201,Male,No,Yes
Rimland School for Autistic Children,60201,Male,Yes,Yes
Rimland School for Autistic Children,60201,,No,
Rimland School for Autistic Children,60201,Male,No,Yes
Rimland School for Autistic Children,60202,Male,No,Yes
Rimland School for Autistic Children,60202,Female,No,Yes
Rock River Valley Self Help Int.,61081,Co-Ed,No,Yes
Royal Living Center,62216,Male,No,Yes
Royal Living Center,62230,Female,No,Yes
Royal Living Center,62254,Co-Ed,No,Yes
Royal Living Center,62265,Co-Ed,Yes,Yes
Royal Living Center,62265,Co-Ed,No,Yes
Royal Living Center,62265,,No,
Royal Living Center,62265,,No,
Royal Living Center,62265,,No,
Royal Living Center,62293,Female,Yes,Yes
SAZE Community Services,60060,Co-Ed,No,Yes
"Search, Inc.",60053,Female,Yes,Yes
"Search, Inc.",60053,Male,No,Yes
"Search, Inc.",60053,Male,No,Yes
"Search, Inc.",60053,Female,No,Yes
"Search, Inc.",60056,Female,Yes,Yes
"Search, Inc.",60056,Female,No,Yes
"Search, Inc.",60056,Male,Yes,Yes
"Search, Inc.",60056,Male,No,Yes
"Search, Inc.",60056,Female,Yes,Yes
"Search, Inc.",60056,Male,Yes,Yes
"Search, Inc.",60056,Male,No,Yes
"Search, Inc.",60056,Male,Yes,Yes
"Search, Inc.",60076,Co-Ed,No,Yes
"Search, Inc.",60076,Male,Yes,Yes
"Search, Inc.",60076,Female,No,Yes
"Search, Inc.",60076,Co-Ed,Yes,Yes
"Search, Inc.",60076,Male,No,Yes
"Search, Inc.",60076,Co-Ed,No,Yes
"Search, Inc.",60076,Female,No,Yes
"Search, Inc.",60076,Female,No,Yes
"Search, Inc.",60076,Female,Yes,Yes
"Search, Inc.",60076,Male,No,Yes
"Search, Inc.",60077,Male,No,Yes
"Search, Inc.",60077,Male,No,Yes
"Search, Inc.",60077,,No,
"Search, Inc.",60077,Female,No,Yes
"Search, Inc.",60625,,No,
"Search, Inc.",60626,Male,No,Yes
"Search, Inc.",60645,Female,No,Yes
"Search, Inc.",60656,Female,No,Yes
Sertoma Centre,60422,Male,Yes,Yes
Sertoma Centre,60429,,No,
Sertoma Centre,60430,Male,No,Yes
Sertoma Centre,60430,Male,Yes,Yes
Sertoma Centre,60445,Female,Yes,Yes
Sertoma Centre,60445,,No,
Sertoma Centre,60452,Male,No,Yes
Sertoma Centre,60453,,No,
Sertoma Centre,60453,,No,
Sertoma Centre,60461,Female,Yes,Yes
Sertoma Centre,60461,Co-Ed,Yes,Yes
Sertoma Centre,60617,,No,
Sertoma Centre,60652,,No,
Sertoma Centre,60803,Female,No,Yes
Sertoma Centre,60803,Male,No,Yes
Sertoma Centre,60803,Female,No,Yes
Sertoma Centre,60803,,No,
Shamrock Services,62002,Male,No,Yes
Shamrock Services,62002,Female,Yes,Yes
Shamrock Services,62002,Male,No,Yes
Shamrock Services,62035,Female,Yes,Yes
Shamrock Services,62220,Co-Ed,No,Yes
Shamrock Services,62837,Co-Ed,No,Yes
Shamrock Services,62837,Male,No,Yes
Shamrock Services,62837,Female,Yes,Yes
Shamrock Services,62837,Co-Ed,Yes,Yes
Shamrock Services,62837,Female,Yes,Yes
Shamrock Services,62864,Male,No,Yes
Shamrock Services,62864,Co-Ed,Yes,Yes
Shamrock Services,62864,Co-Ed,Yes,Yes
Shamrock Services,62864,Co-Ed,Yes,Yes
Shamrock Services,62895,Co-Ed,Yes,Yes
Shamrock Services,62933,Male,No,Yes
Shelby County Comm Serv Inc,62565,,No,
Shelby County Comm Serv Inc,62565,Co-Ed,Yes,Yes
Shelby County Comm Serv Inc,62565,Co-Ed,Yes,Yes
Shelby County Comm Serv Inc,62565,,No,
Shore Community Svcs.,60076,Co-Ed,Yes,Yes
Shore Community Svcs.,60077,,No,
Shore Community Svcs.,60202,,No,
Shore Community Svcs.,60202,,No,
Shore Community Svcs.,60203,Co-Ed,No,Yes
Skystar Residential Services,62924,Co-Ed,Yes,Yes
Skystar Residential Services,62924,Co-Ed,Yes,Yes
Skystar Residential Services,62924,,Yes,
Skystar Residential Services,62924,Co-Ed,Yes,Yes
Skystar Residential Services,62924,Male,No,Yes
Skystar Residential Services,62924,Male,No,Yes
So. IL Comm. Supp. Svs.,62220,,Yes,
So. IL Comm. Supp. Svs.,62220,Female,Yes,Yes
So. IL Comm. Supp. Svs.,62230,Co-Ed,Yes,Yes
So. IL Comm. Supp. Svs.,62258,Co-Ed,Yes,Yes
So. IL Comm. Supp. Svs.,62258,Female,No,Yes
So. IL Comm. Supp. Svs.,62258,Male,No,Yes
So. IL Comm. Supp. Svs.,62258,Co-Ed,No,Yes
So. IL Comm. Supp. Svs.,62265,Male,Yes,Yes
So. IL Comm. Supp. Svs.,62265,Co-Ed,Yes,Yes
So. IL Comm. Supp. Svs.,62301,,Yes,
Soledad Social Services Corp.,60016,Co-Ed,Yes,Yes
Soledad Social Services Corp.,60639,,No,
Soledad Social Services Corp.,60639,Female,No,Yes
Soledad Social Services Corp.,60647,Co-Ed,No,Yes
South Chicago Parents & Friend,60473,Co-Ed,No,Yes
South Chicago Parents & Friend,60473,,No,
South Chicago Parents & Friend,60615,,No,
South Chicago Parents & Friend,60617,,No,
South Chicago Parents & Friend,60619,,No,
South Chicago Parents & Friend,60645,,No,
Southeastern Residential Alt.,62030,Female,Yes,Yes
Southeastern Residential Alt.,62821,Co-Ed,Yes,Yes
Southeastern Residential Alt.,62869,Female,Yes,Yes
Southeastern Residential Alt.,62869,Co-Ed,Yes,Yes
Southeastern Residential Alt.,62869,Co-Ed,Yes,Yes
Southeastern Residential Alt.,62930,Co-Ed,Yes,Yes
Southeastern Residential Alt.,62930,Male,No,Yes
Southeastern Residential Alt.,62946,Co-Ed,Yes,Yes
Southeastern Residential Alt.,62946,Female,Yes,Yes
Southeastern Residential Alt.,62946,Co-Ed,No,Yes
SPARC,62629,Female,No,Yes
SPARC,62702,,No,
SPARC,62703,,No,
SPARC,62703,,No,
SPARC,62704,,No,
SPARC,62704,Male,No,Yes
SPARC,62704,,No,
SPARC,62704,Male,No,Yes
SPARC,62704,Male,Yes,Yes
SPARC,62704,Female,No,Yes
SPARC,62704,Male,No,Yes
SPARC,62704,Female,No,Yes
SPARC,62704,Male,No,Yes
SPARC,62704,Male,No,Yes
SPARC,62712,Male,No,Yes
SPARC,62712,,No,
SPARC,62712,Co-Ed,No,Yes
SPARC,62712,,No,
Specialized Training for Adults (START),62901,Co-Ed,No,Yes
Specialized Training for Adults (START),62901,Male,Yes,Yes
Specialized Training for Adults (START),62902,,No,
Specialized Training for Adults (START),62903,,No,
Specialized Training for Adults (START),62924,Male,Yes,Yes
Specialized Training for Adults (START),62966,Male,Yes,Yes
Specialized Training for Adults (START),62966,Co-Ed,Yes,Yes
Specialized Training for Adults (START),62966,,No,
Specialized Training for Adults (START),62966,,No,
"St. Coletta of Wisconsin, Inc.",60004,Male,No,Yes
"St. Coletta of Wisconsin, Inc.",60004,Male,No,Yes
"St. Coletta of Wisconsin, Inc.",60004,Co-Ed,No,Yes
"St. Coletta of Wisconsin, Inc.",60005,Male,No,Yes
"St. Coletta of Wisconsin, Inc.",60067,Co-Ed,No,Yes
"St. Coletta of Wisconsin, Inc.",60067,Male,No,Yes
"St. Coletta of Wisconsin, Inc.",60074,Female,No,Yes
"St. Coletta of Wisconsin, Inc.",60123,Female,Yes,Yes
"St. Coletta of Wisconsin, Inc.",60172,Male,No,Yes
St. Coletta's of IL,60423,Female,No,Yes
St. Coletta's of IL,60423,Female,No,Yes
St. Coletta's of IL,60428,Male,Yes,Yes
St. Coletta's of IL,60428,Co-Ed,No,Yes
St. Coletta's of IL,60441,Female,No,Yes
St. Coletta's of IL,60441,Male,No,Yes
St. Coletta's of IL,60441,Male,No,Yes
St. Coletta's of IL,60448,Male,No,Yes
St. Coletta's of IL,60448,Co-Ed,No,Yes
St. Coletta's of IL,60448,Male,No,Yes
St. Coletta's of IL,60451,Female,Yes,Yes
St. Coletta's of IL,60452,Male,No,Yes
St. Coletta's of IL,60457,Male,No,Yes
St. Coletta's of IL,60458,Male,No,Yes
St. Coletta's of IL,60462,Male,No,Yes
St. Coletta's of IL,60462,Male,No,Yes
St. Coletta's of IL,60463,Female,No,Yes
St. Coletta's of IL,60464,Male,No,Yes
St. Coletta's of IL,60467,Male,No,Yes
St. Coletta's of IL,60467,Co-Ed,No,Yes
St. Coletta's of IL,60477,Male,No,Yes
St. Coletta's of IL,60487,Male,No,Yes
St. Coletta's of IL,60487,Male,No,Yes
St. Coletta's of IL,60491,Female,No,Yes
"Streator Unlimited, Inc.",61364,Co-Ed,Yes,Yes
"Streator Unlimited, Inc.",61364,Co-Ed,Yes,Yes
"Streator Unlimited, Inc.",61364,Co-Ed,No,Yes
"Streator Unlimited, Inc.",61364,Female,No,Yes
"Streator Unlimited, Inc.",61364,Male,No,Yes
Support Systems & Svcs.,62002,Male,Yes,Yes
Support Systems & Svcs.,62024,,No,
Support Systems & Svcs.,62035,Male,Yes,Yes
Support Systems & Svcs.,62035,Male,Yes,Yes
Support Systems & Svcs.,62208,Male,No,Yes
Support Systems & Svcs.,62208,,No,
Support Systems & Svcs.,62208,Male,No,Yes
Support Systems & Svcs.,62208,Male,No,Yes
Support Systems & Svcs.,62220,Male,Yes,Yes
Support Systems & Svcs.,62220,Co-Ed,Yes,Yes
Support Systems & Svcs.,62220,,No,
Support Systems & Svcs.,62221,,No,
Support Systems & Svcs.,62221,Co-Ed,No,Yes
Support Systems & Svcs.,62221,Co-Ed,No,Yes
Support Systems & Svcs.,62221,Male,No,Yes
Support Systems & Svcs.,62221,Female,Yes,Yes
Support Systems & Svcs.,62221,Female,No,Yes
Support Systems & Svcs.,62221,,No,
Support Systems & Svcs.,62223,Female,No,Yes
Support Systems & Svcs.,62223,,No,
Support Systems & Svcs.,62226,Male,Yes,Yes
Support Systems & Svcs.,62226,Co-Ed,No,Yes
Support Systems & Svcs.,62226,,No,
Support Systems & Svcs.,62226,Co-Ed,No,Yes
Support Systems & Svcs.,62226,Male,No,Yes
Support Systems & Svcs.,62269,Male,No,Yes
Support Systems & Svcs.,62269,Female,No,Yes
Support Systems & Svcs.,62286,Co-Ed,No,Yes
Support Systems & Svcs.,62294,Female,Yes,Yes
Support Systems & Svcs.,62801,Female,No,Yes
Support Systems & Svcs.,62801,Male,Yes,Yes
T.O.C. Incorporated of Illinois,60466,Male,No,Yes
"TASH, Inc.",62924,Male,Yes,Yes
"TASH, Inc.",62966,Co-Ed,Yes,Yes
"TASH, Inc.",62966,Male,Yes,Yes
Tazewell Co. Resource Ctr.,61554,Co-Ed,Yes,Yes
Tazewell Co. Resource Ctr.,61554,Co-Ed,Yes,Yes
Tazewell Co. Resource Ctr.,61554,Co-Ed,Yes,Yes
Tazewell Co. Resource Ctr.,61611,Female,Yes,Yes
Tazewell Co. Resource Ctr.,61611,Co-Ed,Yes,Yes
Tazewell Co. Resource Ctr.,61611,Male,Yes,Yes
TDL Group,62220,Co-Ed,Yes,Yes
TDL Group,62221,Male,No,Yes
TDL Group,62221,Female,No,Yes
TDL Group,62221,Co-Ed,No,Yes
TDL Group,62226,Female,Yes,Yes
TDL Group,62263,Co-Ed,Yes,Yes
TDL Group,62837,Co-Ed,No,Yes
TDL Group,62837,Male,Yes,Yes
TDL Group,62837,Co-Ed,Yes,Yes
TDL Group,62859,Co-Ed,Yes,Yes
TDL Group,62859,Female,Yes,Yes
TDL Group,62859,Co-Ed,Yes,Yes
TDL Group,62859,Co-Ed,Yes,Yes
TDL Group,62859,Male,Yes,Yes
TDL Group,62859,Female,Yes,Yes
TDL Group,62864,Male,No,Yes
TDL Group,62864,Co-Ed,No,Yes
TDL Group,62864,Co-Ed,Yes,Yes
TDL Group,62864,Female,Yes,Yes
TDL Group,62864,Co-Ed,Yes,Yes
The ARC of the Quad Cities Area,61201,Co-Ed,No,Yes
The ARC of the Quad Cities Area,61201,,No,
The ARC of the Quad Cities Area,61201,Co-Ed,Yes,Yes
The ARC of the Quad Cities Area,61201,Co-Ed,Yes,Yes
The ARC of the Quad Cities Area,61201,Co-Ed,No,Yes
The ARC of the Quad Cities Area,61201,Co-Ed,Yes,Yes
The ARC of the Quad Cities Area,61201,Co-Ed,Yes,Yes
The ARC of the Quad Cities Area,61201,Co-Ed,Yes,Yes
The ARC of the Quad Cities Area,61201,Co-Ed,Yes,Yes
The ARC of the Quad Cities Area,61244,Co-Ed,No,No
The ARC of the Quad Cities Area,61244,Female,No,Yes
The ARC of the Quad Cities Area,61244,,No,
The ARC of the Quad Cities Area,61265,Co-Ed,Yes,Yes
The ARC of the Quad Cities Area,61265,Male,No,Yes
The ARC of the Quad Cities Area,61265,Co-Ed,No,Yes
The ARC of the Quad Cities Area,61265,Co-Ed,Yes,Yes
The ARC of the Quad Cities Area,61265,,No,
The ARC of the Quad Cities Area,61265,Co-Ed,Yes,Yes
The Hope School,62704,,No,
There Is No Place Like Home,60914,Male,No,Yes
There Is No Place Like Home,60964,,No,
Topview Corporation,60430,Female,No,Yes
Topview Corporation,60461,,No,
Topview Corporation,60473,Co-Ed,No,Yes
Trade Industries,62859,Co-Ed,Yes,Yes
Trade Industries,62859,,No,
Trade Industries,62859,Female,Yes,Yes
Trade Industries,62859,Male,Yes,Yes
"Tri-Care, Inc.",60617,Male,No,Yes
"Tri-Care, Inc.",60617,Female,No,Yes
"Tri-Care, Inc.",60617,Female,No,Yes
"Tri-Care, Inc.",60617,Male,No,Yes
"Tri-Care, Inc.",60617,Female,No,Yes
"Tri-Care, Inc.",60617,Male,No,Yes
"Tri-Care, Inc.",60623,Co-Ed,No,Yes
Trinity Services,60007,Male,No,Yes
Trinity Services,60007,Male,No,Yes
Trinity Services,60018,Male,No,Yes
Trinity Services,60090,Male,No,Yes
Trinity Services,60090,Male,No,Yes
Trinity Services,60091,,No,
